generic id,generic name,slug,drug class,indication
683,Levosalbutamol (Oral),levosalbutamol-oral-683,Short-acting selective & Î²2-adrenoceptor stimulants,COPD
1319,Levosalbutamol,levosalbutamol-1319,Short-acting selective & Î²2-adrenoceptor stimulants,Severe bronchospasm
681,Levonorgestrel,levonorgestrel-681,Emergency Contraceptive Pill,Oral contraceptives
1881,Levomilnacipran Hydrochloride,levomilnacipran-hydrochloride-1881,Serotonin-norepinephrine reuptake inhibitor (SNRI),Major depressive disorder
2037,Levomenthol + Thymol + Terpineol + Chlorobutanol,levomenthol-thymol-terpineol-chlorobutanol-2037,,
680,Levofloxacin Hemihydrate,levofloxacin-hemihydrate-680,4-Quinolone preparations,Urinary tract infection
1313,Levofloxacin (Ophthalmic),levofloxacin-ophthalmic-1313,4-Quinolone preparations,Corneal ulcer
198,Levodopa + Carbidopa + Entacapone,levodopa-carbidopa-entacapone-198,Antiparkinson drugs,Parkinsonâ€™s disease
199,Levodopa + Carbidopa (FC tablet),levodopa-carbidopa-fc-tablet-199,Antiparkinson drugs,Parkinsonâ€™s disease
1827,Levodopa + Carbidopa (CR tablet),levodopa-carbidopa-cr-tablet-1827,Antiparkinson drugs,Protects from Parkinson's disease
700,Loteprednol Etabonate + Tobramycin,loteprednol-etabonate-tobramycin-700,Ophthalmic steroid - antibiotic combined preparations,Ocular inflammation
1321,Loteprednol Etabonate + Gatifloxacin,loteprednol-etabonate-gatifloxacin-1321,Ophthalmic Steroid preparations,
1575,Loteprednol Etabonate,loteprednol-etabonate-1575,Ophthalmic Steroid preparations,
550,Losartan Potassium + Hydrochlorothiazide,losartan-potassium-hydrochlorothiazide-550,Combined antihypertensive preparations,Stroke
699,Losartan Potassium,losartan-potassium-699,Angiotensin-ll receptor blocker,Stroke
2052,Lornoxicam,lornoxicam-2052,Non-steroidal Anti-inflammatory Drugs (NSAIDs),Mild to moderate pain
2067,Lorlatinib,lorlatinib-2067,Cytotoxic Chemotherapy,Non-small cell lung cancer
698,Lorazepam,lorazepam-698,Benzodiazepine hypnotics,
697,Loratadine + Pseudoephedrine,loratadine-pseudoephedrine-697,Anti-histamine & decongestant,Sneezing
696,Loratadine,loratadine-696,Non-sedating antihistamines,Urticaria
1569,Lopinavir + Ritonavir,lopinavir-ritonavir-1569,Drugs for HIV / Anti-retroviral drugs,HIV infection
695,Loperamide Hydrochloride,loperamide-hydrochloride-695,Anti-diarrhoeal,Ulcerative colitis
1320,Lomefloxacin (Oral),lomefloxacin-oral-1320,Aural Anti-bacterial preparations,Urinary tract infection
693,Lomefloxacin (Ophthalmic),lomefloxacin-ophthalmic-693,Ophthalmic antibacterial drugs,Otic infections
692,Lithium Carbonate,lithium-carbonate-692,Anti-manic drugs,Unipolar and bipolar depression
691,Lisinopril,lisinopril-691,Angiotensin-converting enzyme (ACE) inhibitors,Myocardial infarction
690,Liraglutide,liraglutide-690,GLP-1 receptor agonists,Type 2 DM
1623,Liposome + Perilla + Sodium Hyaluronate,liposome-perilla-sodium-hyaluronate-1623,Other ophthalmic preparations,Lubrication
688,Linezolid,linezolid-688,Macrolides,Uncomplicated pneumococcal pneumonia
1285,Linagliptin + Metformin Hydrochloride,linagliptin-metformin-hydrochloride-1285,Combination Oral hypoglycemic preparations,Type 2 DM
715,Mebeverine Hydrochloride,mebeverine-hydrochloride-715,Anticholinergics,Spastic or irritable colon
714,Mebendazole,mebendazole-714,Anthelmintic,Worm infections
713,Measles and Rubella,measles-and-rubella-713,Vaccines; Anti-sera & Immunoglobulin,Measles
712,Maprotiline Hydrochloride,maprotiline-hydrochloride-712,Tricyclic Anti-depressant,Major depressive disorder
711,Mannitol,mannitol-711,Osmotic diuretics,Elevated intraocular pressure
1551,Magnesium Sulfate Heptahydrate,magnesium-sulfate-heptahydrate-1551,Specific mineral preparations,Tetanus
710,Magnesium Sulfate,magnesium-sulfate-710,Specific mineral preparations,Hypomagnesemia
1853,Magnesium Oxide,magnesium-oxide-1853,Electrolytes preparations,
689,Magnesium Hydroxide + Liquid Paraffin,magnesium-hydroxide-liquid-paraffin-689,Antacid with laxative action,Constipation
708,Magnesium Hydroxide,magnesium-hydroxide-708,Antacid with laxative action,Osmotic laxative
707,Magaldrate + Simethicone,magaldrate-simethicone-707,Antacids,Peptic ulcer disease
706,Magaldrate,magaldrate-706,Antacids,Peptic ulcer disease
722,Macrogol [Polypropylene glycol] + Electrolytes,macrogol-polypropylene-glycol-electrolytes-722,Osmotic purgatives,Faecal impaction
2050,Macitentan,macitentan-2050,Anti-hypertensive,Pulmonary arterial hypertension
1811,Lyophilized Bacterial Lysate,lyophilized-bacterial-lysate-1811,Other antibacterial preparation,Upper and lower respiratory tract infections
705,Lynestrenol,lynestrenol-705,Female Sex hormones,Oral contraceptives
704,Lymecycline,lymecycline-704,Tetracycline group of drugs,Syphilis
703,Lurasidone Hydrochloride,lurasidone-hydrochloride-703,Atypical neuroleptic drugs,Schizophrenia
1473,Luliconazole,luliconazole-1473,Miscellaneous topical agents,Tinea corporis (ringworm)
702,Lubiprostone,lubiprostone-702,Other laxative preparations,Irritable bowel syndrome (IBS)
730,Mercaptopurine,mercaptopurine-730,Cytotoxic Chemotherapy,Leukemia
1855,Mepyramine Maleate,mepyramine-maleate-1855,Miscellaneous topical agents,Insect bites
448,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,menthol-thymol-eucalyptol-methyl-salicylate-448,Oral preparations,Teeth cleaner & brighter
1263,Menthol + Pramoxine Hydrochloride,menthol-pramoxine-hydrochloride-1263,Topical Analgesics,Skin irritations
728,Meningococcal Polysaccharide Vaccine,meningococcal-polysaccharide-vaccine-728,Vaccines; Anti-sera & Immunoglobulin,Septic arthritis
1799,Meningococcal Conjugate Vaccine,meningococcal-conjugate-vaccine-1799,Vaccines; Anti-sera & Immunoglobulin,Meningococcal infection
1868,Menaquinone-7,menaquinone-7-1868,Drugs for Osteoarthritis,Rheumatoid arthritis
727,Memantine Hydrochloride,memantine-hydrochloride-727,,Mild to moderate dementia in Alzheimerâ€™s disease
1658,Memantine + Donepezil,memantine-donepezil-1658,Anti-Alzheimer drugs,Alzheimerâ€™s disease
726,Meloxicam,meloxicam-726,Drugs for Osteoarthritis,Spondylitis
725,Melatonin,melatonin-725,Oral nutritional preparations,Osteoporosis
724,Megestrol Acetate,megestrol-acetate-724,,
723,Mefloquine,mefloquine-723,Anti-malarial drugs,Malaria
721,Mefenamic acid,mefenamic-acid-721,Drugs for Osteoarthritis,Rheumatoid arthritis
1835,Medroxyprogesterone Acetate (Tablet),medroxyprogesterone-acetate-tablet-1835,Female Sex hormones,Uterine bleeding
720,Medroxyprogesterone Acetate (Injection),medroxyprogesterone-acetate-injection-720,Female Sex hormones,Uterine bleeding
719,Mecobalamin,mecobalamin-719,Drugs for Megaloblastic Anemia,Peripheral neuropathy
717,Meclizine Hydrochloride,meclizine-hydrochloride-717,Anti-emetic drugs,Vertigo
718,Meclizine + Pyridoxine,meclizine-pyridoxine-718,Anti-emetic drugs,Pregnancy-associated nausea and vomiting
716,Mebhydrolin Napadisylate,mebhydrolin-napadisylate-716,Sedating Anti-histamine,Vasomotor rhinitis
749,Metolazone,metolazone-749,Thiazide diuretics & related drugs,Oedema
748,Metoclopramide Hydrochloride,metoclopramide-hydrochloride-748,Anti-emetic drugs,Vomiting
747,Methylprednisolone Sodium Succcinate,methylprednisolone-sodium-succcinate-747,Glucocorticoids,Vestibular neuritis
746,Methylprednisolone Acetate,methylprednisolone-acetate-746,Glucocorticoids,Wiskott-Aldrich syndrome
1323,Methylprednisolone,methylprednisolone-1323,Glucocorticoids,Rheumatic disorders
745,Methylphenidate Hydrochloride,methylphenidate-hydrochloride-745,CNS stimulant drugs,Narcolepsy
1482,Methylergonovine Maleate,methylergonovine-maleate-1482,Drugs acting on the Uterus,Uterine hemorrhage
744,Methyldopa,methyldopa-744,Centrally acting antihypertensive drugs (central sympatholytic),Hypertension
743,Methyl Salicylate + Menthol + Camphor,methyl-salicylate-menthol-camphor-743,Topical anti-inflammatory preparations,Strains
729,Methyl Salicylate + Menthol,methyl-salicylate-menthol-729,Topical Analgesics,Trigeminal neuralgia
741,Methoxy Polyethylene Glycol-Epoetin Beta,methoxy-polyethylene-glycol-epoetin-beta-741,Drugs for Haemolytic Hypoplastic & Renal Anemia,Chronic renal failure
740,Methoxsalen,methoxsalen-740,Methoxsalen preparation,Vitiligo
739,Methotrexate,methotrexate-739,Immunosuppressant,Vasculitis
1393,Methocarbamol,methocarbamol-1393,Centrally acting Skeletal Muscle Relaxants,Musculoskeletal pain
1870,Methimazole,methimazole-1870,Anti-thyroid drugs,Hyperthyroidism
1848,Methenamine Hippurate,methenamine-hippurate-1848,Other genito-urinary preparations,Urinary tract infection
734,Metformin Hydrochloride,metformin-hydrochloride-734,Biguanides,Type 2 DM
733,Mesna,mesna-733,Antidote preparations,Urothelial toxicity
4,Mesalazine [5-aminosalicylic acid],mesalazine-5-aminosalicylic-acid-4,Aminosalicylates,Ulcerative colitis
731,Meropenem Trihydrate,meropenem-trihydrate-731,Other beta-lactam Antibiotics,Uncomplicated pneumococcal pneumonia
765,Mitomycin C,mitomycin-c-765,Cytotoxic Chemotherapy,Urothelial bladder carcinoma
764,Misoprostol,misoprostol-764,Prostaglandin analogues,Gastric and duodenal ulceration
763,Mirtazapine,mirtazapine-763,Atypical anti-depressant drugs,Major depressive disorder
762,Mirabegron,mirabegron-762,BPH/ Urinary retention/ Urinary incontinence,Urinary frequency and urgency
761,Minoxidil,minoxidil-761,Other scalp preparations,Male pattern baldness
1601,Minocycline Hydrochloride,minocycline-hydrochloride-1601,Tetracycline group of drugs,Urinary tract infection
1857,Miltefosine,miltefosine-1857,Leishmaniacides,Visceral leishmaniasis
760,Milnacipran Hydrochloride,milnacipran-hydrochloride-760,Serotonin-norepinephrine reuptake inhibitor (SNRI),Fibromyalgia
759,Miglitol,miglitol-759,Alpha-Glucosidase inhibitor,Type 2 DM
758,Mifepristone + Misoprostol,mifepristone-misoprostol-758,Prostaglandin analogues,Termination of pregnancy
757,Mifepristone,mifepristone-757,Drugs acting on the Uterus,Uterine fibroids
756,Midazolam,midazolam-756,Benzodiazepine hypnotics,Status epilepticus
369,Micronised Diosmin + Hesperidin,micronised-diosmin-hesperidin-369,Phlebotonic & Vascular protecting preparation,Piles
578,Miconazole Nitrate + Hydrocortisone,miconazole-nitrate-hydrocortisone-578,Hydrocortisone & Combined preparations,Sweat rash
1326,Miconazole Nitrate (Topical),miconazole-nitrate-topical-1326,Topical Antifungal preparations,Tinea corporis (ringworm)
754,Miconazole Nitrate (Oral Gel),miconazole-nitrate-oral-gel-754,Aural Anti-fungal preparations,Fungal infections of the mouth Throat and gut
753,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,metronidazole-neomycin-sulphate-polymyxin-b-nystatin-753,Drugs used in Vaginal and Vulval condition,Vaginal leucorrhoea
752,Metronidazole + Miconazole Nitrate,metronidazole-miconazole-nitrate-752,Drugs used in Vaginal and Vulval condition,Vaginal candidiasis or thrush
751,Metronidazole,metronidazole-751,Amoebicides,Vaginal trichomoniasis
750,Metoprolol Tartrate,metoprolol-tartrate-750,,
1134,Multivitamin [Injection],multivitamin-injection-1134,Specific combined vitamin preparations,Vitamin B deficiencies
839,Multivitamin [Adult preparation],multivitamin-adult-preparation-839,Specific combined vitamin preparations,Vitamin deficiency
2056,Mucopolysaccharide Polysulphate + Salicylic Acid,mucopolysaccharide-polysulphate-salicylic-acid-2056,,
1413,Moxonidine,moxonidine-1413,Anti-hypertensive,Lower the blood pressure
1542,Moxifloxacin Hydrochloride + Xanthan Gum,moxifloxacin-hydrochloride-xanthan-gum-1542,Ophthalmic antibacterial drugs,Conjunctivitis
1447,Moxifloxacin Hydrochloride + Dexamethasone,moxifloxacin-hydrochloride-dexamethasone-1447,Ophthalmic Steroid preparations,Steroid-responsive inflammatory ocular conditions
776,Moxifloxacin Hydrochloride (Tablet),moxifloxacin-hydrochloride-tablet-776,4-Quinolone preparations,Acute bacterial sinusitis
1329,Moxifloxacin Hydrochloride (Ophthalmic),moxifloxacin-hydrochloride-ophthalmic-1329,Ophthalmic antibacterial drugs,Ocular infections
1625,Moxifloxacin Hydrochloride (Injection),moxifloxacin-hydrochloride-injection-1625,4-Quinolone preparations,Skin and skin sructure infections
775,Morphine Sulfate,morphine-sulfate-775,Opioid analgesics,Pain associated with myocardial infarction
768,Montelukast Sodium,montelukast-sodium-768,Leukotriene receptor antagonists,Rhinitis
774,Monosulfiram,monosulfiram-774,Parasiticidal preparations,Scabies
34,Monosemicarbazone Adrenochrome,monosemicarbazone-adrenochrome-34,Anti-fibrinolytic drugs,Secondary hemorrhage
1782,Monobasic sodium phosphate + Dibasic sodium phosphate,monobasic-sodium-phosphate-dibasic-sodium-phosphate-1782,Other laxative preparations,Constipation
1791,Mometasone Furoate + Formoterol Fumarate,mometasone-furoate-formoterol-fumarate-1791,,
1328,Mometasone Furoate (Topical),mometasone-furoate-topical-1328,Other Topical corticosteroids,Psoriasis
1327,Mometasone Furoate (Nasal Spray),mometasone-furoate-nasal-spray-1327,Nasal Steroid Preparations,Perennial or seasonal allergic rhinitis
767,Mometasone Furoate (Inhalation Capsule),mometasone-furoate-inhalation-capsule-767,Corticosteroid,Asthma
1968,Molnupiravir,molnupiravir-1968,,
766,Mizolastine,mizolastine-766,Non-sedating antihistamines,Allergic conditions
1442,Mycophenolic acid,mycophenolic-acid-1442,Immunosuppressant,Receiving a kidney transplant
789,Mycophenolate Mofetil,mycophenolate-mofetil-789,Immunosuppressant,Vasculitis
788,Mupirocin,mupirocin-788,Topical Antibiotic preparations,Superficial skin infections
1202,Multivitamins & Multiminerals [A-Z prenatal preparation],multivitamins-multiminerals-a-z-prenatal-preparation-1202,Iron; Vitamin & Mineral Combined preparation,Vitamin deficiency
840,Multivitamin with L-Lysine,multivitamin-with-l-lysine-840,Specific combined vitamin preparations,Weight gain and calcium retention
1660,Multivitamin & Normal Saline,multivitamin-normal-saline-1660,Multi-vitamin & Multi-mineral combined preparations,Mild diarrhea
1198,Multivitamin & Multimineral Essentials [For nursing mother],multivitamin-multimineral-essentials-for-nursing-mother-1198,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
779,Multivitamin & Multimineral [For nursing mother],multivitamin-multimineral-for-nursing-mother-779,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
786,Multivitamin & Multimineral [A-Z teen girls preparation],multivitamin-multimineral-a-z-teen-girls-preparation-786,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
785,Multivitamin & Multimineral [A-Z teen boys preparation],multivitamin-multimineral-a-z-teen-boys-preparation-785,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
783,Multivitamin & Multimineral [A-Z syrup preparation],multivitamin-multimineral-a-z-syrup-preparation-783,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
782,Multivitamin & Multimineral [A-Z silver preparation],multivitamin-multimineral-a-z-silver-preparation-782,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
784,Multivitamin & Multimineral [A-Z juniors syrup preparation],multivitamin-multimineral-a-z-juniors-syrup-preparation-784,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
1583,Multivitamin & Multimineral [A-Z junior infusion preparation],multivitamin-multimineral-a-z-junior-infusion-preparation-1583,Multi-vitamin & Multi-mineral combined preparations,Trauma
781,Multivitamin & Multimineral [A-Z gold preparation],multivitamin-multimineral-a-z-gold-preparation-781,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
1203,Multivitamin & Multimineral [A-Z for infanrs & childrens],multivitamin-multimineral-a-z-for-infanrs-childrens-1203,Multi-vitamin & Multi-mineral combined preparations,Vitamin deficiency
777,Multivitamin & Multimineral,multivitamin-multimineral-777,Specific mineral & vitamin combined preparations,Vitamin deficiency
1130,Multivitamin & Cod Liver Oil,multivitamin-cod-liver-oil-1130,Specific combined vitamin preparations,Vitamin deficiency
1661,Multivitamin & 5% Dextrose,multivitamin-5-dextrose-1661,Multi-vitamin & Multi-mineral combined preparations,General weakness
780,Multivitamin [Pediatric preparation],multivitamin-pediatric-preparation-780,Specific combined vitamin preparations,Vitamin deficiency
801,Nelfinavir,nelfinavir-801,Drugs for HIV / Anti-retroviral drugs,HIV infection
800,Nefopam Hydrochloride,nefopam-hydrochloride-800,Non opioid analgesics,Pain
798,Nebivolol Hydrochloride,nebivolol-hydrochloride-798,Beta-adrenoceptor blocking drugs,Hypertension
1448,Nebivolol + Hydrochlorothiazide,nebivolol-hydrochlorothiazide-1448,Combined antihypertensive preparations,Essential hypertension
797,Nateglinide,nateglinide-797,Meglitinide Analogues,Type 2 DM
796,Natamycin,natamycin-796,Ophthalmic antibacterial drugs,Keratitis
432,Naproxen Sodium + Esomeprazole Magnesium,naproxen-sodium-esomeprazole-magnesium-432,Drugs for Osteoarthritis,Systemic lupus erythematosus (SLE)
795,Naproxen Sodium,naproxen-sodium-795,Drugs for Osteoarthritis,Systemic lupus erythematosus (SLE)
794,Naphazoline + Zinc Sulfate,naphazoline-zinc-sulfate-794,Ophthalmic Non-Steroid drugs,Viral conjunctivitis
1247,Naphazoline + Pheniramine,naphazoline-pheniramine-1247,Ophthalmic Non-Steroid Combined preparations,Red eye
1604,Nandrolone Phenylpropionate,nandrolone-phenylpropionate-1604,Hormone in bone formation by stimulation,Osteoporosis
793,Nandrolone Decanoate,nandrolone-decanoate-793,Hormone in bone formation by stimulation,Post-menopausal osteoporosis
792,Naltrexone,naltrexone-792,Antidote preparations,Opioid dependence
1267,Naloxone Hydrochloride,naloxone-hydrochloride-1267,Antidote preparations,Opioid dependence
791,Nalidixic Acid,nalidixic-acid-791,Other Anti-protozoals,Urinary tract infection
790,Nalbuphine,nalbuphine-790,Opioid analgesics,Post-operative pain
1409,Naftifine Hydrochloride,naftifine-hydrochloride-1409,Topical Antifungal preparations,Tinea corporis (ringworm)
2034,Naftidrofuryl Oxalate,naftidrofuryl-oxalate-2034,5-HT Agonists,Leg cramps
1398,Nabumetone,nabumetone-1398,Drugs for Osteoarthritis,Rheumatoid arthritis
1293,Nab-Paclitaxel [Nanoparticle Albumin-Bound Paclitaxel],nab-paclitaxel-nanoparticle-albumin-bound-paclitaxel-1293,Cytotoxic Chemotherapy,Pancreatic cancer
2027,Nirmatrelvir + Ritonavir,nirmatrelvir-ritonavir-2027,,
1858,Niraparib,niraparib-1858,Cytotoxic Chemotherapy,Ovarian cancer
1644,Nintedanib,nintedanib-1644,Tyrosine Kinase Inhibitor,Idiopathic Pulmonary Fibrosis
811,Nimodipine,nimodipine-811,Calcium-channel blockers,Stroke
810,Nimesulide,nimesulide-810,Non-steroidal Anti-inflammatory Drugs (NSAIDs),Primary dysmenorrhoea
809,Nilotinib,nilotinib-809,Targeted Cancer Therapy,Leukemia
808,Nikethamide,nikethamide-808,Respiratory stimulants: analeptics,Tranquilizer overdoses
807,Nifedipine,nifedipine-807,Calcium-channel blockers,Stroke
805,Nicotinic Acid [Niacin],nicotinic-acid-niacin-805,,
806,Nicorandil,nicorandil-806,Potassium-channel activator,Ischaemic heart disease
1228,Nevirapine,nevirapine-1228,Drugs for HIV / Anti-retroviral drugs,HIV infection
1928,Netarsudil Dimesylate,netarsudil-dimesylate-1928,Drugs for miotics and glaucoma,
1838,Netarsudil + Latanoprost,netarsudil-latanoprost-1838,Drugs for miotics and glaucoma,Open angle glaucoma
1486,Neratinib,neratinib-1486,Tyrosine Kinase Inhibitor,Breast cancer
804,Nepafenac,nepafenac-804,Ophthalmic Non-Steroid drugs,Ocular inflammation
803,Neostigmine Methyl Sulphate,neostigmine-methyl-sulphate-803,Anti-cholinesterases,Reversal of neuromuscular blockade
802,Neomycin Sulphate + Polymyxin B Sulphate + Pramoxine,neomycin-sulphate-polymyxin-b-sulphate-pramoxine-802,Anti-infective & Anesthetic combined preparations,Minor burns
1243,Neomycin Sulfate + Bacitracin Zinc + Polymyxin B Sulfate (Ophthalmic),neomycin-sulfate-bacitracin-zinc-polymyxin-b-sulfate-ophthalmic-1243,Aural Anti-bacterial preparations,Bacterial ear infections
102,Neomycin Sulfate + Bacitracin Zinc + Polymyxin B Sulfate,neomycin-sulfate-bacitracin-zinc-polymyxin-b-sulfate-102,Topical Antibiotic preparations,Scrapes
103,Neomycin Sulfate + Bacitracin Zinc,neomycin-sulfate-bacitracin-zinc-103,Ophthalmic and Topical antibacterial products,Superficial skin infections
1458,Obeticholic Acid,obeticholic-acid-1458,Farnesoid X Receptor Agonists,Primary biliary cholangitis (PBC)
1332,Nystatin (Topical),nystatin-topical-1332,Drugs for subcutaneous and mycoses,CutaneousÂ or mucocutaneous mycotic infections
819,Nystatin (Oral),nystatin-oral-819,Drugs for subcutaneous and mycoses,Candida albicans
818,Nortriptyline,nortriptyline-818,Tricyclic & related anti-depressant drugs,Trichotillomania
440,Norgestrel + Ethinyl Estradiol + Ferrous Fumarate,norgestrel-ethinyl-estradiol-ferrous-fumarate-440,Oral Contraceptive preparations,Oral contraceptives
1806,Norgestrel,norgestrel-1806,Oral Contraceptive preparations,Oral contraceptives
817,Norethisterone Acetate,norethisterone-acetate-817,Female Sex hormones,Premenstrual syndrome
816,Norepinephrine,norepinephrine-816,Alpha and Beta-adrenergic agonist,Sepsis
1271,Nizatidine,nizatidine-1271,H2 receptor antagonist,Yellow fever infection
1809,Nivolumab,nivolumab-1809,Immunosuppressant,Melanoma
1590,Nitroglycerin (Sublingual Tablet),nitroglycerin-sublingual-tablet-1590,Nitrates: Coronary vasodilators,Angina pectoris
1589,Nitroglycerin (Sublingual Spray),nitroglycerin-sublingual-spray-1589,Nitrates: Coronary vasodilators,Angina pectoris
532,Nitroglycerin (Oral preparation),nitroglycerin-oral-preparation-532,Nitrates: Coronary vasodilators,Severe hypertension
1305,Nitroglycerin (Ointment),nitroglycerin-ointment-1305,Drugs used in Ano-rectal region,Chronic anal fissure
1591,Nitroglycerin (IV Infusion),nitroglycerin-iv-infusion-1591,Nitrates: Coronary vasodilators,Angina pectoris
815,Nitrofurazone,nitrofurazone-815,Topical Antibiotic preparations,Wounds
1330,Nitrofurantoin + Nitrofurantoin Microcrystals,nitrofurantoin-nitrofurantoin-microcrystals-1330,Systemic Urinary Anti- infective,Urinary tract infection
814,Nitrofurantoin,nitrofurantoin-814,Systemic Urinary Anti- infective,Urinary tract infection
813,Nitrazepam,nitrazepam-813,Benzodiazepine hypnotics,Insomnia and sleep disturbances
812,Nitazoxanide,nitazoxanide-812,Anti-diarrhoeal Antiprotozoal,Giardiasis
78,Oral Rehydration Salt [Powder],oral-rehydration-salt-powder-78,Oral electrolytes preparations,
352,Oral Rehydration Salt [Flavored],oral-rehydration-salt-flavored-352,Oral electrolytes preparations,Vomiting
1209,Oral Polio Vaccine,oral-polio-vaccine-1209,Vaccines; Anti-sera & Immunoglobulin,Active immunisation against Poliomyelitis
828,Oral Cholera Vaccine,oral-cholera-vaccine-828,Vaccines; Anti-sera & Immunoglobulin,Cholera
827,Ondansetron,ondansetron-827,Anti-emetic drugs,Post-operative nausea and vomiting
1336,Omeprazole (MUPS tablet),omeprazole-mups-tablet-1336,Proton Pump Inhibitor,Zollinger-Ellison syndrome
825,Omeprazole,omeprazole-825,Proton Pump Inhibitor,Zollinger-Ellison syndrome
835,Omega-3 Acid Ethyl Esters [Salmon Fish Oil],omega-3-acid-ethyl-esters-salmon-fish-oil-835,Other lipid regulating drugs,
824,Omalizumab,omalizumab-824,Antihistamines anti-allergies & hypo-sensitisation,Nasal polyps
823,Olopatadine Hydrochloride (Ophthalmic),olopatadine-hydrochloride-ophthalmic-823,Ophthalmic Non-Steroid drugs,Rhinitis
1334,Olopatadine Hydrochloride (Nasal Spray),olopatadine-hydrochloride-nasal-spray-1334,Nasal Anti-histamine preparations,Seasonal allergic rhinitis
570,Olmesartan Medoxomil + Hydrochlorothiazide,olmesartan-medoxomil-hydrochlorothiazide-570,Combined antihypertensive preparations,Hypertension
822,Olmesartan Medoxomil,olmesartan-medoxomil-822,Angiotensin-ll receptor blocker,Hypertension
1399,Olaparib,olaparib-1399,Targeted Cancer Therapy,Ovarian cancer
821,Olanzapine,olanzapine-821,Atypical neuroleptic drugs,Unipolar and bipolar depression
1645,Ofloxacin + Clotrimazole + Beclomethasone + Lidocaine,ofloxacin-clotrimazole-beclomethasone-lidocaine-1645,Anti-fungal or anti-bacterial ear drops,Fungal eye infections
836,Ofloxacin (Oral & Injection),ofloxacin-oral-injection-836,Aural Anti-bacterial preparations,Uncomplicated cystitis
1333,Ofloxacin (Ophthalmic),ofloxacin-ophthalmic-1333,Ophthalmic antibacterial drugs,Otitis externa
820,Octreotide Acetate,octreotide-acetate-820,Growth hormone antagonist,Variceal haemorrhage
1426,Obinutuzumab,obinutuzumab-1426,Anti neoplastic preparations,Follicular lymphoma
853,Oxytetracycline + Polymixin B Sulphate,oxytetracycline-polymixin-b-sulphate-853,Topical Antibiotic preparations,Superficial skin infections
851,Oxytetracycline,oxytetracycline-851,Tetracycline group of drugs,Uncomplicated gonorrhoea
849,Oxyphenonium Bromide,oxyphenonium-bromide-849,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Visceral spasms
848,Oxyphencyclimine Hydrochloride,oxyphencyclimine-hydrochloride-848,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Spasm
847,Oxymorphone Hydrochloride,oxymorphone-hydrochloride-847,Opioid analgesics,Pain
846,Oxymetazoline Hydrochloride (Nasal Preparation),oxymetazoline-hydrochloride-nasal-preparation-846,Nasal Anti-histamine preparations,Sinusitis
1444,Oxymetazoline Hydrochloride (Cream),oxymetazoline-hydrochloride-cream-1444,Vasoconstrictor/Venotonic,Rosacea
845,Oxybutynin Chloride,oxybutynin-chloride-845,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Urinary frequency and urgency
844,Oxybuprocaine Hydrochloride,oxybuprocaine-hydrochloride-844,Ocular perioperative drugs,Local anaesthesia
843,Oxiconazole Nitrate,oxiconazole-nitrate-843,Topical Antifungal preparations,Tinea corporis (ringworm)
842,Oxcarbazepine,oxcarbazepine-842,Adjunct anti-epileptic drugs,Trigeminal neuralgia
1860,Oxazepam,oxazepam-1860,Tricyclic Anti-depressant,Anxiety
833,Oxaprozin,oxaprozin-833,Drugs for Osteoarthritis,Rheumatoid arthritis
832,Oxaliplatin,oxaliplatin-832,Cytotoxic Chemotherapy,Oesophageal cancer
1859,Ospemifene,ospemifene-1859,Drugs used in Vaginal and Vulval condition,Vaginal dryness
1296,Osimertinib,osimertinib-1296,Cytotoxic Chemotherapy,Non-small cell lung cancer
831,Oseltamivir,oseltamivir-831,Respiratory viral infections (Influenza),Swine flu
830,Ornidazole,ornidazole-830,Amoebicides,Trichomoniasis
829,Orlistat,orlistat-829,Appetite suppressant drugs/Anti-obesity drugs,Obesity
915,Oral Rehydration Salt [Rice Based],oral-rehydration-salt-rice-based-915,Oral electrolytes preparations,Severe diarrhea
866,Pefloxacin Mesylate Dihydrate,pefloxacin-mesylate-dihydrate-866,4-Quinolone preparations,
865,Pazopanib Hydrochloride,pazopanib-hydrochloride-865,,
864,Paroxetine Hydrochloride,paroxetine-hydrochloride-864,SSRIs & related anti-depressant drugs,Social anxiety disorder
863,Paricalcitol,paricalcitol-863,Thyroid drugs & hormone,Secondary hyperparathyroidism
1659,Parecoxib,parecoxib-1659,Non-steroidal Anti-inflammatory Drugs (NSAIDs),Pain
862,ParacetamolÂ +Â TramadolÂ Hydrochloride,paracetamol-tramadol-hydrochloride-862,Non-steroidal Anti-inflammatory Drugs (NSAIDs),Renal colic
861,Paracetamol + Caffeine,paracetamol-caffeine-861,Non opioid analgesics,Toothache
1340,Paracetamol (IV Infusion),paracetamol-iv-infusion-1340,,
